NEIGHBORHOOD_DISTRICT_NAME,pathogen,epi_week,latent_field_mean,latent_field_0_025quant,latent_field_0_5quant,latent_field_0_975quant,latent_field_mode,latent_field_quintile
Lake Union,h3n2,2019_W29,0.002090444,0.000347345,0.002091395,0.012528645,0.002093475,1
Magnolia/Queen Anne,h3n2,2019_W29,0.005304772,0.000870655,0.005306621,0.032205373,0.005310757,2
NA,h3n2,2019_W29,2.35E-05,7.64E-52,2.34E-05,6.58E+41,2.35E-05,1
North,h3n2,2019_W29,0.000741212,0.000127375,0.0007418,0.004287375,0.000743044,1
Northeast,h3n2,2019_W29,0.001071122,0.000167601,0.001071795,0.006810087,0.001073238,1
Northwest,h3n2,2019_W29,0.001237605,0.000141451,0.001238459,0.010765536,0.001240297,1
Southeast,h3n2,2019_W29,0.002667765,0.000350832,0.002668699,0.020208974,0.002670813,2
Southwest,h3n2,2019_W29,0.004605084,0.000514994,0.004606466,0.041027784,0.004609684,2
Ballard,h3n2,2019_W30,0.003508551,0.000514273,0.003510638,0.023815625,0.003515127,2
Central,h3n2,2019_W30,0.001316098,0.000177827,0.001317066,0.009682971,0.001319128,1
Delridge Neighborhoods,h3n2,2019_W30,0.003960036,0.000427043,0.003962081,0.036542171,0.003966577,2
Downtown,h3n2,2019_W30,0.001619714,0.000245203,0.00162115,0.01062826,0.001624175,1
East,h3n2,2019_W30,0.000271186,2.14E-05,0.000271504,0.003401281,0.000272177,1
Greater Duwamish,h3n2,2019_W30,0.006033612,0.00084826,0.006035739,0.042755652,0.006040518,2
Lake Union,h3n2,2019_W30,0.001339839,0.000196909,0.001340894,0.009061037,0.001343129,1
Magnolia/Queen Anne,h3n2,2019_W30,0.003490371,0.000508393,0.003492596,0.023836316,0.003497364,2
NA,h3n2,2019_W30,1.71E-05,2.83E-55,1.71E-05,9.36E+44,1.71E-05,1
North,h3n2,2019_W30,0.000445754,6.77E-05,0.000446313,0.002910398,0.000447478,1
Northeast,h3n2,2019_W30,0.000660803,9.10E-05,0.00066147,0.004763448,0.000662871,1
Northwest,h3n2,2019_W30,0.000747458,7.42E-05,0.000748232,0.007474764,0.000749868,1
Southeast,h3n2,2019_W30,0.001739763,0.000199791,0.001740818,0.015068885,0.001743105,1
Southwest,h3n2,2019_W30,0.003024356,0.000293645,0.003025936,0.030992435,0.003029422,2
Ballard,h3n2,2019_W31,0.002325894,0.00029553,0.00232824,0.018168606,0.002333162,2
Central,h3n2,2019_W31,0.000843833,9.82E-05,0.000844829,0.007187103,0.000846912,1
Delridge Neighborhoods,h3n2,2019_W31,0.002611968,0.000241194,0.002614197,0.028090597,0.002618949,2
Downtown,h3n2,2019_W31,0.001019832,0.000133711,0.001021271,0.007703313,0.001024259,1
East,h3n2,2019_W31,0.000159743,1.06E-05,0.000160005,0.002374053,0.000160551,1
Greater Duwamish,h3n2,2019_W31,0.004259645,0.000519913,0.004262458,0.034704169,0.004268484,2
Lake Union,h3n2,2019_W31,0.000856472,0.000108807,0.000857558,0.006681726,0.000859821,1
Magnolia/Queen Anne,h3n2,2019_W31,0.002290461,0.00028933,0.002292905,0.017990906,0.002298024,2
NA,h3n2,2019_W31,1.24E-05,9.56E-59,1.24E-05,1.45E+48,1.24E-05,1
North,h3n2,2019_W31,0.000267359,3.50E-05,0.000267866,0.002014643,0.000268911,1
Northeast,h3n2,2019_W31,0.000406585,4.82E-05,0.000407213,0.003394536,0.000408518,1
Northwest,h3n2,2019_W31,0.000450233,3.80E-05,0.000450914,0.00527383,0.000452334,1
Southeast,h3n2,2019_W31,0.001131564,0.000111167,0.001132673,0.011431319,0.001135016,1
Southwest,h3n2,2019_W31,0.001980955,0.000163774,0.001982633,0.023793975,0.001986222,1
Ballard,h3n2,2019_W32,0.001540164,0.000165541,0.00154259,0.01417536,0.001547612,1
Central,h3n2,2019_W32,0.00054043,5.29E-05,0.000541391,0.005450124,0.000543379,1
Delridge Neighborhoods,h3n2,2019_W32,0.001720883,0.000133156,0.001723148,0.022026391,0.001727891,1
Downtown,h3n2,2019_W32,0.000641407,7.11E-05,0.000642759,0.005710982,0.000645542,1
East,h3n2,2019_W32,9.40E-05,5.16E-06,9.42E-05,0.001685723,9.46E-05,1
Greater Duwamish,h3n2,2019_W32,0.003003892,0.000310718,0.003007205,0.028802255,0.003014135,2
Lake Union,h3n2,2019_W32,0.000546876,5.86E-05,0.000547921,0.005037993,0.000550077,1
Magnolia/Queen Anne,h3n2,2019_W32,0.001501375,0.0001605,0.001503856,0.01388742,0.001508987,1
NA,h3n2,2019_W32,9.00E-06,2.99E-62,8.99E-06,2.42E+51,9.01E-06,1
North,h3n2,2019_W32,0.000160181,1.77E-05,0.000160617,0.001426033,0.000161513,1
Northeast,h3n2,2019_W32,0.000249888,2.49E-05,0.00025045,0.0024714,0.000251608,1
Northwest,h3n2,2019_W32,0.000270897,1.91E-05,0.000271474,0.003791795,0.00027267,1
Southeast,h3n2,2019_W32,0.000735162,6.04E-05,0.000736254,0.008847221,0.000738529,1
Southwest,h3n2,2019_W32,0.001296079,8.94E-05,0.00129775,0.018617707,0.001301261,1
Ballard,h3n2,2019_W33,0.001019545,9.04E-05,0.001021885,0.01132512,0.001026689,1
Central,h3n2,2019_W33,0.000346007,2.79E-05,0.000346882,0.004227915,0.00034868,1
Delridge Neighborhoods,h3n2,2019_W33,0.001133437,7.19E-05,0.001135603,0.017642603,0.001140089,1
Downtown,h3n2,2019_W33,0.000403274,3.68E-05,0.000404473,0.004335917,0.000406928,1
East,h3n2,2019_W33,5.53E-05,2.46E-06,5.55E-05,0.001219546,5.58E-05,1
Greater Duwamish,h3n2,2019_W33,0.002117666,0.000181106,0.002121236,0.024474661,0.002128603,2
Lake Union,h3n2,2019_W33,0.000349081,3.08E-05,0.000350029,0.003888781,0.000351972,1
Magnolia/Queen Anne,h3n2,2019_W33,0.000983825,8.68E-05,0.000986179,0.01097722,0.000991013,1
NA,h3n2,2019_W33,6.53E-06,8.82E-66,6.52E-06,4.30E+54,6.53E-06,1
North,h3n2,2019_W33,9.59E-05,8.71E-06,9.63E-05,0.001033373,9.70E-05,1
Northeast,h3n2,2019_W33,0.000153533,1.26E-05,0.000154012,0.001840607,0.000154994,1
Northwest,h3n2,2019_W33,0.000162942,9.37E-06,0.000163415,0.002782248,0.000164389,1
Southeast,h3n2,2019_W33,0.000477474,3.21E-05,0.00047849,0.006995412,0.000480588,1
Southwest,h3n2,2019_W33,0.000847716,4.77E-05,0.000849291,0.014868422,0.000852563,1
