encountered_week,residence_census_tract,pathogen,modeled_intensity_mean,modeled_intensity_sd,modeled_intensity_lower_95_CI,modeled_intensity_median,modeled_intensity_upper_95_CI,modeled_intensity_mode
2019-W15,53033010701,h3n2,0.0267228877239888,0.034988465045852,0.00228049367868547,0.0162201800045402,0.11518494156778,0.0162206377647373
2019-W16,53033010701,h3n2,0.0210055954816424,0.0319965937684539,0.00134182300330822,0.0115278589846027,0.0988664775441906,0.0115282166321934
2019-W17,53033010701,h3n2,0.0168098768522866,0.0306782600298161,0.000749899215268814,0.00807768077989957,0.0868436819150437,0.00807795792609258
2019-W18,53033010701,h3n2,0.0136232455011406,0.0305414015935314,0.000399540839874781,0.00554968592887049,0.07692268416089,0.0055498964754318
2019-W19,53033010701,h3n2,0.0110978090614167,0.0312931357587537,0.000202757899864294,0.00370937395284375,0.0677026917528153,0.00370952914464617
2019-W20,53033010701,h3n2,0.00889656275896043,0.0323305618765275,9.63818413501299e-05,0.00236037692150385,0.0576564460201936,0.00236048560650037
2019-W21,53033010701,h3n2,0.00704347885153914,0.0338650955744796,4.31945516901472e-05,0.00143425440469797,0.047489439165862,0.00143432688024235
2019-W22,53033010701,h3n2,0.00555493471069005,0.0363632680167389,1.84398614391866e-05,0.0008388529182535,0.0380432042759585,0.000838899267670523
2019-W23,53033010701,h3n2,0.00443384734178461,0.0407704799949885,7.62359374298753e-06,0.000479360830108139,0.030041026570419,0.00047938965669697
2019-W24,53033010701,h3n2,0.00358895676378415,0.0479503941220969,3.0578264869647e-06,0.000267874382197713,0.0233820412219205,0.000267891842745479
2019-W25,53033010701,h3n2,0.00294401277037793,0.059267169028568,1.18778526306352e-06,0.000146059581746569,0.0178910474158267,0.000146069867855983
2019-W26,53033010701,h3n2,0.0024613693245436,0.0776341853199079,4.48496848067615e-07,7.79978090029336e-05,0.0135081826207214,7.80037266660369e-05
2019-W27,53033010701,h3n2,0.00211871969248262,0.109187982306919,1.65817501058741e-07,4.11045993060722e-05,0.010144181836543,4.11079496768387e-05
2019-W28,53033010701,h3n2,0.00189020704801499,0.166535156630751,6.02023127009232e-08,2.14528429732137e-05,0.00760842945619849,2.14547170737377e-05
2019-W29,53033010701,h3n2,0.00175557484546687,0.277741107040224,2.14624097674661e-08,1.10965982062168e-05,0.00570831873533427,1.10976353328538e-05
2019-W30,53033010701,h3n2,0.00171122362962997,0.512811489443769,7.53483673072827e-09,5.71022698884664e-06,0.00430432026210914,5.71079713656324e-06
2019-W31,53033010701,h3n2,0.00176316690740002,1.06083848972267,2.60887617178202e-09,2.93046800209799e-06,0.00327305074999794,2.93078021844085e-06
2019-W32,53033010701,h3n2,0.00193304180731005,2.48762014872899,8.91455462027744e-10,1.50209810069602e-06,0.00251585297837057,1.50226871143053e-06
2019-W33,53033010701,h3n2,0.0022687580074353,6.68763088794751,3.00657002922665e-10,7.69669063133105e-07,0.00195783624103743,7.6976219154531e-07
2019-W02,53033010702,h3n2,0.000201601636295247,0.00511683320628782,5.3813902840332e-08,7.93688378017127e-06,0.00116587222107052,7.9374856520228e-06
2019-W03,53033010702,h3n2,0.000334980739796243,0.00538269432632356,2.03283125185739e-07,2.0806574421523e-05,0.00212165598275588,2.08080193738309e-05
2019-W04,53033010702,h3n2,0.000581927056169126,0.00621961303167758,7.52243859066903e-07,5.42102091948269e-05,0.00389316529579952,5.421365438345e-05
